title,sentence
mini-cheesecakes-with-grapefruit,tightly seal and crush cookies with a rolling pin .
mini-cheesecakes-with-grapefruit,melt butter in a small pan over medium - low heat .
mini-cheesecakes-with-grapefruit,"transfer cookie crumbs to a bowl , add poppy seeds , pour in melted butter , and stir to combine ."
mini-cheesecakes-with-grapefruit,spoon cookie mixture into bottom of baking forms and firmly press down to form crust .
mini-cheesecakes-with-grapefruit,use a sharp knife to peel and fillet grapefruits .
mini-cheesecakes-with-grapefruit,add soaked gelatin along with water and sugar to a saucepan .
mini-cheesecakes-with-grapefruit,"slowly heat mixture over medium - low heat , stirring constantly ."
mini-cheesecakes-with-grapefruit,be careful not to overheat .
mini-cheesecakes-with-grapefruit,"once the gelatin and sugar have completely dissolved , remove from heat and set aside ."
mini-cheesecakes-with-grapefruit,"in a large bowl , combine cream cheese and yogurt ."
mini-cheesecakes-with-grapefruit,stir well to combine .
mini-cheesecakes-with-grapefruit,pour gelatin mixture into the cream cheese mixture and whisk to combine .
mini-cheesecakes-with-grapefruit,"to assemble , layer grapefruit slices in baking forms on top of cookie crust ."
mini-cheesecakes-with-grapefruit,cover with the cream cheese mixture .
mini-cheesecakes-with-grapefruit,then arrange several grapefruit slices on top .
mini-cheesecakes-with-grapefruit,transfer baking forms to refrigerator and allow to set for approx . 2 hours .
mini-cheesecakes-with-grapefruit,remove from refrigerator and run a knife around the edges .
mini-cheesecakes-with-grapefruit,"to serve , press on bottoms of baking forms to separate from edges ."
mini-cheesecakes-with-grapefruit,then remove bottoms of baking forms and transfer to plates to serve .
mini-cheesecakes-with-grapefruit,enjoy as a fresh treat !
mini-quiche-lorraine,preheat oven to 180 ° c/355 ° f .
mini-quiche-lorraine,"combine flour , butter , water , sugar , and salt in either a standing mixer or by hand , until a dough forms ."
mini-quiche-lorraine,thinly roll out dough on a lightly floured work surface .
mini-quiche-lorraine,"press dough into the bottom and up the sides of mini tart tins , buttered if necessary ."
mini-quiche-lorraine,trim off edges .
mini-quiche-lorraine,line with baking paper and weigh down with pie weights .
mini-quiche-lorraine,blind bake the pastry crusts in a preheated oven at 180 ° c/355 ° f for approx . 15 min .
mini-quiche-lorraine,set aside and let cool completely .
mini-quiche-lorraine,"meanwhile , slice leek and bacon into fine strips ."
mini-quiche-lorraine,sauté leek and bacon in some vegetable oil .
mini-quiche-lorraine,lightly season with salt and pepper and then distribute among the cooled crusts .
mini-quiche-lorraine,whisk heavy cream and eggs with a pinch of salt and evenly pour the mixture into crusts .
mini-quiche-lorraine,use a container with a spout for easy filling .
mini-quiche-lorraine,bake again in a preheated oven at 200 ° c /390 ° f for approx . 20 min . until golden .
mini-quiche-lorraine,allow to cool for 5 – 10 min . before serving .
molten-chocolate-cake,butter baking tins and dust with sugar .
molten-chocolate-cake,make sure that it is evenly spread on the inside of the tins .
molten-chocolate-cake,tap out excess sugar .
molten-chocolate-cake,preheat oven to 200 ° c/400 ° f .
molten-chocolate-cake,roughly chop couverture chocolate .
molten-chocolate-cake,melt butter in a saucepan over medium heat .
molten-chocolate-cake,add the chopped chocolate and melt together .
molten-chocolate-cake,"beat sugar , eggs , egg yolks , and salt in a large bowl with a mixer or whisk ."
molten-chocolate-cake,"next , add the melted chocolate to the egg mixture and stir together until a smooth batter forms ."
molten-chocolate-cake,add flour and stir in as well .
molten-chocolate-cake,"now , divide the batter evenly among the buttered baking tins ( approx . 4 cm high ) ."
molten-chocolate-cake,"next , place the filled tins in the freezer for approx . 5 - 7 min ."
molten-chocolate-cake,bake cakes in a preheated oven at 200 ° c/400 ° f for approx . 8 - 10 min .
molten-chocolate-cake,let stand for approx . 5 - 7 min .
molten-chocolate-cake,"carefully turn out the cakes , sprinkle with confectioner 's sugar , and serve immediately ."
molten-chocolate-cake,whipped cream or ice cream go wonderfully with this treat .
molten-white-chocolate-cake,preheat oven to 250 ° c/500 ° f .
molten-white-chocolate-cake,melt white chocolate and butter in a heatproof bowl set over a pot of boiling water .
molten-white-chocolate-cake,"once melted , remove from heat ."
molten-white-chocolate-cake,beat eggs with sugar and vanilla sugar and then add the melted chocolate - butter mixture and beat well .
molten-white-chocolate-cake,add flour and beat until fully combined .
molten-white-chocolate-cake,"prepare ramekins by greasing them with plenty of butter and dusting with flour , so the mixture does n’t stick ."
molten-white-chocolate-cake,pour batter into the molds or cups .
molten-white-chocolate-cake,bake in a preheated oven on 250 ° c/500 ° f for 10 min .
molten-white-chocolate-cake,pay attention to bake them for exactly 10 min . in order to achieve the desired result .
molten-white-chocolate-cake,it ’s important not to open the oven at any time while baking .
molten-white-chocolate-cake,carefully transfer them to serving plates and serve immediately whilst hot .
molten-white-chocolate-cake,want to share your recipe with our awesome community ?
molten-white-chocolate-cake,"each week , we 'll be choosing your best recipes to test cook , photograph , and publish on kitchen stories for the world to see !"
molten-white-chocolate-cake,simply email us at community@kitchenstories.io and send us your recipe .
moroccan-inspired-chickpea-stew,peel and finely dice onion and garlic .
moroccan-inspired-chickpea-stew,peel carrots and sweet potatoes and cut into bite - size pieces .
moroccan-inspired-chickpea-stew,deseed and dice bell pepper .
moroccan-inspired-chickpea-stew,remove leaves and core from fennel and chop rest into small pieces .
moroccan-inspired-chickpea-stew,"wash kale , remove leaves from stems , and cut or tear into bite - size pieces ."
moroccan-inspired-chickpea-stew,"in a large pot , heat the olive oil over medium heat ."
moroccan-inspired-chickpea-stew,add onion and garlic and sear quickly .
moroccan-inspired-chickpea-stew,"lower heat , add all of the spices , and sauté for approx . 2 min ."
moroccan-inspired-chickpea-stew,"add sweet potatoes , carrots , bell pepper and fennel and sauté for approx . 2 more min ."
moroccan-inspired-chickpea-stew,"stir in water , vegetable stock , and tomatoes and bring to a boil ."
moroccan-inspired-chickpea-stew,"reduce heat and let simmer for approx . 15 – 20 min . until sweet potatoes are softened , but still firm ."
moroccan-inspired-chickpea-stew,"meanwhile , prepare quinoa according to package instructions , boiling it with the cider vinegar and some of the lemon juice ."
moroccan-inspired-chickpea-stew,"when little white rings begin to form around the grains , drain any excess water and set quinoa aside ."
moroccan-inspired-chickpea-stew,add chickpeas to stew and let simmer for approx . 10 min .
moroccan-inspired-chickpea-stew,"before serving , add kale and salt to taste ."
moroccan-inspired-chickpea-stew,serve with fresh herbs and lemon juice .
moroccan-inspired-chickpea-stew,enjoy !
mushroom-and-cranberry-tart,"add flour , butter , a pinch of salt , and a part of the eggs to a standing mixer ."
mushroom-and-cranberry-tart,knead until a smooth dough forms .
mushroom-and-cranberry-tart,"place dough in plastic wrap , transfer to refrigerator , and let rest for approx . 30 min ."
mushroom-and-cranberry-tart,"in the meantime , finely dice onion ."
mushroom-and-cranberry-tart,finely slice green onions and chives .
mushroom-and-cranberry-tart,roughly chop cranberries .
mushroom-and-cranberry-tart,clean and cube mushrooms .
mushroom-and-cranberry-tart,preheat oven to 180 ° c/350 ° f .
mushroom-and-cranberry-tart,heat some vegetable oil in a large frying pan and sauté onions until translucent .
mushroom-and-cranberry-tart,add mushrooms and sauté for approx . 8 - 10 min . until any liquid has evaporated .
mushroom-and-cranberry-tart,"add cranberries and green onions to mixture , stir , and set aside ."
mushroom-and-cranberry-tart,flour working surface and roll out dough .
mushroom-and-cranberry-tart,transfer to a greased tart pan .
mushroom-and-cranberry-tart,carefully place a sheet of parchment paper on the dough and fill with pie weights or dried beans .
mushroom-and-cranberry-tart,blind bake in preheated oven at 180 ° c/350 ° f for approx . 8 – 10 min .
mushroom-and-cranberry-tart,set aside .
mushroom-and-cranberry-tart,"meanwhile , mix crème fraîche , whipping cream , chives and remaining eggs in a large bowl ."
mushroom-and-cranberry-tart,"season with salt , pepper , and grated nutmeg ."
mushroom-and-cranberry-tart,remove pie weights and parchment paper and fill dough with mushroom mixture .
mushroom-and-cranberry-tart,pour sour cream mixture over mushrooms .
mushroom-and-cranberry-tart,bake in preheated oven at 180 ° c/350 ° f for approx . 35 - 40 min .
omelette-with-shiitake-mushrooms,"cut out the green part of scallions and slice them into approx . 1 cm/0.4 in . thick pieces , then finely slice the white parts ."
omelette-with-shiitake-mushrooms,cut the red bell pepper into small thumbnail sized pieces .
omelette-with-shiitake-mushrooms,take the shitake mushrooms and depending on their size either halve or quarter them .
omelette-with-shiitake-mushrooms,then chop the cilantro and put it aside .
omelette-with-shiitake-mushrooms,fry the white pieces of scallion in some coconut oil in an ovenproof pan over high heat .
omelette-with-shiitake-mushrooms,"add the rest of the vegetables , season with salt and sauté over medium heat ."
omelette-with-shiitake-mushrooms,"meanwhile , beat three - quarters of the eggs in a bowl , season with salt and pepper , and add dried lemongrass and cilantro and whisk to combine ."
omelette-with-shiitake-mushrooms,add the remaining coconut oil to the pan then pour the egg mixture evenly over the vegetables .
omelette-with-shiitake-mushrooms,whisk the remaining 2 eggs with a dash of milk in a small bowl and pour over the mixture in the pan to form a separate thin egg layer on the surface .
omelette-with-shiitake-mushrooms,cover and cook over medium - low heat for approx . 10 . min .
omelette-with-shiitake-mushrooms,"finally , put the ovenproof pan in the oven and cook at 120 ° c/250 ° for approx . 10 min ."
omelette-with-shiitake-mushrooms,garnish with halved cherry tomatoes and serve with a sweet and sour sauce .
omelette-with-shiitake-mushrooms,enjoy !
omelette-with-spinach-and-feta,"in a mixing bowl , whisk together eggs and milk ."
omelette-with-spinach-and-feta,season to taste with salt and pepper .
omelette-with-spinach-and-feta,"in a frying pan , sauté the spinach until wilted ."
omelette-with-spinach-and-feta,"season to taste with nutmeg , salt , and pepper ."
omelette-with-spinach-and-feta,set aside .
omelette-with-spinach-and-feta,"melt butter in frying pan , add eggs ."
omelette-with-spinach-and-feta,"simmer on medium - low heat for approx . 1 min . , then sprinkle spinach and feta on top ."
omelette-with-spinach-and-feta,"fold omelette to close , like you would a letter , and continue to cook until heated through ."
omelette-with-spinach-and-feta,transfer to plate and enjoy !
omelette-wrap-with-salmon-and-arugula,finely chop chives .
omelette-wrap-with-salmon-and-arugula,wash arugula .
omelette-wrap-with-salmon-and-arugula,add cream cheese and horseradish to a bowl and stir to combine .
omelette-wrap-with-salmon-and-arugula,set aside .
omelette-wrap-with-salmon-and-arugula,"add eggs , milk , and chopped chives to a bowl and whisk to combine ."
omelette-wrap-with-salmon-and-arugula,"season with salt and pepper , then whisk in the flour ."
omelette-wrap-with-salmon-and-arugula,heat vegetable oil in a nonstick pan over medium heat .
omelette-wrap-with-salmon-and-arugula,add half of the egg mixture and fry for approx . 2 – 3 min . until the egg is cooked .
omelette-wrap-with-salmon-and-arugula,flip the omelette and keep frying for approx . 1 min .
omelette-wrap-with-salmon-and-arugula,"remove the omelette from the pan , then repeat with the remaining egg mixture ."
omelette-wrap-with-salmon-and-arugula,"spread some of the cream cheese mixture on each omelette , then top with smoked salmon and arugula ."
omelette-wrap-with-salmon-and-arugula,carefully roll the omelette together to form a wrap .
omelette-wrap-with-salmon-and-arugula,cut in half on a diagonal and enjoy immediately !
one-pot-pasta,clean spinach .
one-pot-pasta,"cut onion into thin strips , finely chop garlic , and halve cherry tomatoes ."
one-pot-pasta,"then , heat some olive oil in a deep pan ."
one-pot-pasta,sauté garlic and onion for approx . 3 – 5 min . until fragrant and translucent .
one-pot-pasta,"now , add pasta , baby spinach , cherry tomatoes , thyme , and basil to the pan and pour in the vegetable stock ."
one-pot-pasta,"stirring occasionally , simmer for approx . 10 – 12 min . until the liquid has reduced ."
one-pot-pasta,season generously with salt and pepper .
one-pot-pasta,serve sprinkled with basil and freshly grated parmesan .
orange-popsicles,place some of the orange juice and sugar in saucepan and cook for approx . 5 min . over medium - low heat until the sugar has completely dissolved .
orange-popsicles,add lemon juice and remove from heat .
orange-popsicles,add the remaining orange juice to measuring cup along with the sugar - juice mixture and stir .
orange-popsicles,divide evenly between popsicle molds and insert popsicle sticks .
orange-popsicles,transfer to freezer for approx . 6 hrs .
orange-popsicles,enjoy !
original-italian-pizza,"for the dough , first mix flour , sugar , and salt ."
original-italian-pizza,dissolve the yeast in lukewarm water and roughly knead with the flour mixture .
original-italian-pizza,now add olive oil and work mixture into a smooth dough .
original-italian-pizza,"cover the dough with a kitchen towel and allow to rise in a warm place for approx . 1 - 2 hours , until it has doubled in size ."
original-italian-pizza,"for the sauce , finely dice garlic and onion ."
original-italian-pizza,"next , sauté the onion and garlic in vegetable oil until translucent ."
original-italian-pizza,pour in the pureed tomatoes and season with sugar and a pinch of salt and pepper .
original-italian-pizza,leave the sauce to reduce for approx . 5 – 7 min . on a low heat .
original-italian-pizza,preheat oven to 180 ° c/ 355 ° f .
original-italian-pizza,"next , roll out the dough to be approx . 0.5 cm thin and place on a lined baking tray ."
original-italian-pizza,spread the tomato sauce evenly on the dough .
original-italian-pizza,"now , cut the mozzarella into slices and lay them evenly across the pizza ."
original-italian-pizza,"then , bake the pizza in a preheated oven at 180 ° c/355 ° f for approx . 20 - 25 min . until golden brown ."
original-italian-pizza,"as soon as the pizza is finished , cover with arugula leaves and parma ham ."
original-italian-pizza,quarter figs and distribute over the pizza .
original-italian-pizza,enjoy served warm .
peanut-butter-smoothie,"peel bananas , break in half , and add to blender ."
peanut-butter-smoothie,"add yogurt , peanut butter , ice cubes , vanilla extract , and a pinch of cinnamon to blender ."
peanut-butter-smoothie,season to taste with lemon juice .
peanut-butter-smoothie,pour in milk .
peanut-butter-smoothie,"blend on high until creamy , approx . 2 – 3 min ."
peanut-butter-smoothie,serve cold and enjoy !
pineapple-chicken-curry,wash and dry cilantro .
pineapple-chicken-curry,chop and set aside .
pineapple-chicken-curry,cut chicken breasts into bite - sized pieces .
pineapple-chicken-curry,peel ginger and garlic .
pineapple-chicken-curry,finely grate ginger and crush garlic in a garlic press .
pineapple-chicken-curry,transfer everything to a large bowl .
pineapple-chicken-curry,"add curry powder , ground turmeric , and yogurt to the bowl ."
pineapple-chicken-curry,"mix well and refrigerate , covered with plastic wrap , for approx . 2 hrs ."
pineapple-chicken-curry,peel the pineapple .
pineapple-chicken-curry,finely slice pineapple and bell pepper and set aside .
pineapple-chicken-curry,peel and dice onion .
pineapple-chicken-curry,roughly chop cashews .
pineapple-chicken-curry,heat the vegetable oil in a frying pan set over medium - high heat .
pineapple-chicken-curry,add diced onion and bell pepper to the pan and fry for approx . 5 min .
pineapple-chicken-curry,stirring often .
pineapple-chicken-curry,add chicken breast without the excess marinade and continue to sauté .
pineapple-chicken-curry,"add pineapple , coconut milk , remaining marinade , and chopped cashews to the pan and let simmer , covered , over medium - low heat for approx . 10 min ."
pineapple-chicken-curry,stir occasionally .
pineapple-chicken-curry,"season with salt , chili flakes , and lime juice to taste and garnish with cilantro and fried onions ."
pineapple-chicken-curry,serve with rice and enjoy !
pizza-bufalina,add sugar and yeast to lukewarm water ; stir thoroughly until dissolved .
pizza-bufalina,"in a large mixing bowl , mix together flour and salt ."
pizza-bufalina,then add olive oil and water mixture to center of the flour and mix together until well incorporated .
pizza-bufalina,"turn out dough onto a floured work surface and knead until dough is smooth , but firm ."
pizza-bufalina,"transfer back to floured bowl , cover with kitchen towel , and store in a warm , dry place for approx . 1 – 2 hours until dough has doubled in volume ."
pizza-bufalina,"place pizza stone in unheated oven , then preheat to 250 ° c/480 ° f ."
pizza-bufalina,remove dough from bowl .
pizza-bufalina,"on a floured work surface , flatten out to approx . the size of the pizza stone ."
pizza-bufalina,transfer to a pizza paddle .
pizza-bufalina,"in a small bowl , mix together tomato purée , olive oil , and salt ."
pizza-bufalina,roughly tear up basil leaves and add them to sauce .
pizza-bufalina,"spread a thin layer over pizza , transfer to pizza stone , and bake in preheated oven at 250 ° c/480 ° f for approx . 6 – 7 min ."
pizza-bufalina,"meanwhile , cut cherry tomatoes in half and buffalo mozzarella into thin slices ."
pizza-bufalina,"remove pizza from oven ; place tomatoes and mozzarella on top , return to oven and bake for another 6 – 7 min . until cheese is melted and crust is golden ."
pizza-bufalina,garnish pizza with fresh basil leaves .
pizza-bufalina,"drizzle with high quality olive oil before serving , if desired ."
pizza-bufalina,enjoy !
poached-chicken-and-avocado-sandwich,"in a large saucepan , bring chicken stock and bay leaf to a boil and then reduce to a simmer ."
poached-chicken-and-avocado-sandwich,add chicken breast to saucepan and poach for approx . 5 – 10 min . until cooked through .
poached-chicken-and-avocado-sandwich,remove from saucepan and allow to cool .
poached-chicken-and-avocado-sandwich,"cut red onion , bell pepper , and avocado into thin strips ."
poached-chicken-and-avocado-sandwich,toast bread slices on a grill pan over medium heat for approx . 1 – 2 min . per side .
poached-chicken-and-avocado-sandwich,cut chicken into strips .
poached-chicken-and-avocado-sandwich,"on one slice of bread , layer lettuce , chicken , avocado , bell pepper , and onion ."
poached-chicken-and-avocado-sandwich,season to taste with salt and pepper .
poached-chicken-and-avocado-sandwich,generously spread cream cheese over second piece of toast and place on top .
poached-chicken-and-avocado-sandwich,cut sandwich diagonally and serve with sweet chili sauce !
post-workout-smoothie,add goji berries to a small bowl .
post-workout-smoothie,pour in parts of the coconut water and allow to soak for approx . 20 – 30 min .
post-workout-smoothie,"add cold coconut water , soaked berries , coconut flakes and ice cubes to blender ."
post-workout-smoothie,blend for approx . 1 – 2 min .
post-workout-smoothie,break banana into pieces and add to blender .
post-workout-smoothie,"mix for 2 – 3 more min . , until well incorporated and smooth ."
post-workout-smoothie,enjoy immediately !
quick-cheesecake-in-a-glass,"mix greek yogurt , cream cheese , sugar , and vanilla sugar until smooth ."
quick-cheesecake-in-a-glass,hull and quarter strawberries .
quick-cheesecake-in-a-glass,roughly chop pistachios .
quick-cheesecake-in-a-glass,finely crumble oat cookies .
quick-cheesecake-in-a-glass,distribute cookie crumbs across serving dishes .
quick-cheesecake-in-a-glass,pour yogurt cream on top and garnish with strawberries and chopped pistachios .
quick-cheesecake-in-a-glass,serve directly or leave to cool for approx . 10 - 15 min .
quick-chocolate-pudding,roughly chop chocolate .
quick-chocolate-pudding,"in a small saucepan , heat up cream , some of the milk , vanilla sugar , cinnamon , and chocolate pieces until the chocolate has melted ."
quick-chocolate-pudding,make sure that the mixture does not boil .
quick-chocolate-pudding,stir occasionally .
quick-chocolate-pudding,whisk cocoa powder into the mixture and let cook for approx . 1 - 2 min . over low heat .
quick-chocolate-pudding,"in the meantime , dissolve cornstarch in the remaining milk until smooth ."
quick-chocolate-pudding,stir into chocolate mixture until the pudding thickens .
quick-chocolate-pudding,add a pinch of salt .
quick-chocolate-pudding,immediately remove from heat .
quick-chocolate-pudding,beat sugar and egg yolks with a hand mixer until fluffy and pale .
quick-chocolate-pudding,fold immediately in the pudding .
quick-chocolate-pudding,fill in serving dishes and serve warm or cold .
quick-energy-balls,"add oatmeal , hazelnuts , sunflower seeds , dates , apricots , and cranberries to a food processor ."
quick-energy-balls,blend for approx . 1 – 2 min . until all ingredients are well chopped .
quick-energy-balls,transfer mixture to a large bowl .
quick-energy-balls,add water and stir well until fully combined .
quick-energy-balls,allow to set for approx . 10 – 15 min .
quick-energy-balls,take small portions of the dough ( approx . 1.5 tablespoons ) and form each portion into a little ball .
quick-energy-balls,"then , roll the balls in cocoa powder ."
quick-energy-balls,enjoy as a healthy snack !
quick-pasta-alla-carbonara,"cook the spaghetti , according to package instructions , in salted boiling water for approx . 9 - 12 min . until al dente ."
quick-pasta-alla-carbonara,drain the water and set pasta aside .
quick-pasta-alla-carbonara,cut mushrooms into thin slices .
quick-pasta-alla-carbonara,finely dice onion and bacon .
quick-pasta-alla-carbonara,sauté bacon in a large frying pan with some vegetable oil .
quick-pasta-alla-carbonara,add onion and mushrooms and continue to sauté .
quick-pasta-alla-carbonara,add cream and chicken stock and cook over medium - low heat for approx . 2 - 3 min .
quick-pasta-alla-carbonara,toss spaghetti in the sauce .
quick-pasta-alla-carbonara,"add parmesan , toss again , and season with salt and pepper to taste before serving ."
quick-tomato-soup,chop onion and mince garlic .
quick-tomato-soup,cut sundried tomatoes into small pieces .
quick-tomato-soup,"add olive oil to a small pot over medium heat , then add onion and garlic ."
quick-tomato-soup,"cook until fragrant , approx . 2 min ."
quick-tomato-soup,"add chopped tomatoes , sundried tomatoes , vegetable broth , and thyme to pot ."
quick-tomato-soup,simmer for approx . 15 min .
quick-tomato-soup,purée until smooth .
quick-tomato-soup,season with salt and pepper .
quick-tomato-soup,transfer to a serving bowl and dollop with yogurt alternative .
quick-tomato-soup,"if you like , garnish with pumpkin seed oil ."
quick-tomato-soup,serve with slices of whole wheat bread .
quick-tomato-soup,enjoy !
radish-soup-with-meatballs,slice spring onion into fine rings .
radish-soup-with-meatballs,finely chop ginger and slice radish into thin strips .
radish-soup-with-meatballs,"mix ground meat , chopped spring onion , chopped ginger , egg white , cornstarch , soy sauce , sugar , and salt well with a fork until an even consistency is formed ."
radish-soup-with-meatballs,boil water .
radish-soup-with-meatballs,make small meat balls out of the mixture .
radish-soup-with-meatballs,here it helps if hands are moistened with water to prevent the balls from sticking .
radish-soup-with-meatballs,"alternatively , use two teaspoons ."
radish-soup-with-meatballs,"now , put the meat balls into the boiling water using a spoon ."
radish-soup-with-meatballs,the egg white will cause a white foam to appear on the surface .
radish-soup-with-meatballs,remove with a skimmer .
radish-soup-with-meatballs,now add radish and glass noodles and bring to a boil .
radish-soup-with-meatballs,"then , simmer for approx . 4 - 5 min ."
radish-soup-with-meatballs,season with sesame oil and salt .
radish-soup-with-meatballs,top with freshly chopped cilantro to serve .
raspberry-molten-chocolate-cupcakes,preheat oven to 200 ° c/400 ° f .
raspberry-molten-chocolate-cupcakes,roughly chop chocolate .
raspberry-molten-chocolate-cupcakes,"in a small saucepan , melt chocolate over low heat ."
raspberry-molten-chocolate-cupcakes,add butter and stir until well mixed .
raspberry-molten-chocolate-cupcakes,"add eggs to standing mixer and beat with sugar , vanilla bean seeds , and a pinch of salt until frothy ."
raspberry-molten-chocolate-cupcakes,"then , add flour and beat until smooth ."
raspberry-molten-chocolate-cupcakes,add melted chocolate and continue to beat until all ingredients are thoroughly combined .
raspberry-molten-chocolate-cupcakes,"now , line muffin tin with muffin liners ."
raspberry-molten-chocolate-cupcakes,fill each one halfway full with batter .
raspberry-molten-chocolate-cupcakes,place two raspberries in each cup and then top with remaining batter .
raspberry-molten-chocolate-cupcakes,reserve leftover raspberries for serving .
raspberry-molten-chocolate-cupcakes,place muffin tin in the freezer for approx . 10 min .
raspberry-molten-chocolate-cupcakes,take muffin tin out of the freezer and transfer directly to preheated oven and bake at 200 ° c/400 ° f for approx . 7 - 9 min .
raspberry-molten-chocolate-cupcakes,remove from oven and allow to cool for approx . 10 min .
raspberry-molten-chocolate-cupcakes,lightly dust with confectioner ’s sugar .
raspberry-molten-chocolate-cupcakes,serve with the remaining raspberries on the side .
raspberry-molten-chocolate-cupcakes,enjoy !
red-beet-soup,dice onion and finely chop garlic .
red-beet-soup,peel beets and cut into large cubes .
red-beet-soup,add butter to a large saucepan .
red-beet-soup,add onion and garlic and sauté until translucent .
red-beet-soup,add beet and sauté for approx . 5 – 7 min .
red-beet-soup,season with salt and pepper .
red-beet-soup,deglaze pan with white wine .
red-beet-soup,"add red beet juice , orange juice , and orange zest to the pan ."
red-beet-soup,bring everything to a boil and simmer for approx . 20 – 30 min . until the beet is soft and cooked through .
red-beet-soup,transfer the soup to a blender and blend until smooth .
red-beet-soup,be careful not to overfill the blender to avoid splattering .
red-beet-soup,season again with salt and pepper .
red-beet-soup,serve with some croutons and a dollop of crème fraîche .
red-velvet-cupcakes,preheat oven to 180 ° c/350 ° f .
red-velvet-cupcakes,beat eggs until foamy .
red-velvet-cupcakes,slowly add in sugar while continuously beating .
red-velvet-cupcakes,add vegetable oil .
red-velvet-cupcakes,"now , slowly add food coloring ."
red-velvet-cupcakes,"depending on which kind of food coloring you are using , you might need a little more or less ."
red-velvet-cupcakes,"combine flour , cocoa powder , baking powder , seeds of the vanilla bean , and a pinch of salt in a large bowl ."
red-velvet-cupcakes,alternate adding dry ingredients and buttermilk to the egg mixture .
red-velvet-cupcakes,start and end with the dry ingredients .
red-velvet-cupcakes,beat until everything is well combined .
red-velvet-cupcakes,transfer batter into lined muffin tins .
red-velvet-cupcakes,an ice cream scoop works well for this .
red-velvet-cupcakes,bake muffins in a preheated oven at 180 ° c/350 ° f for approx . 10 – 15 min .
red-velvet-cupcakes,"then , remove from oven and let cool ."
red-velvet-cupcakes,"for the icing , beat cream cheese , soft butter , and confectioner ’s sugar until smooth ."
red-velvet-cupcakes,fill the buttercream into prepared piping bags and start piping .
red-velvet-cupcakes,make sure that the cupcakes have enough time to cool .
red-velvet-cupcakes,"otherwise , the buttercream will start melting ."
red-velvet-cupcakes,enjoy with a cup of coffee or tea .
refined-chickpea-salad,finely grate ginger .
refined-chickpea-salad,peel and crush garlic .
refined-chickpea-salad,"slice dried tomatoes , parsley , and onion into fine strips ."
refined-chickpea-salad,heat chickpeas in a small saucepan .
refined-chickpea-salad,add ginger and garlic and toss together .
refined-chickpea-salad,remove from heat and set aside to cool .
refined-chickpea-salad,"crumble feta with fingers and add to the chickpeas along with dried tomatoes , parsley , onion , pine nuts , lemon juice , and olive oil ."
refined-chickpea-salad,"finally , mix everything together well and season with salt and pepper ."
refined-chickpea-salad,serve warm .
roasted-tomato-soup-with-cilantro-crema,preheat the oven to 200 ° c/400 ° f .
roasted-tomato-soup-with-cilantro-crema,quarter shallots .
roasted-tomato-soup-with-cilantro-crema,crush garlic .
roasted-tomato-soup-with-cilantro-crema,remove the stems from the tomatoes and quarter them .
roasted-tomato-soup-with-cilantro-crema,"place the shallots , garlic , tomatoes , thyme , rosemary , and chili into a baking dish ."
roasted-tomato-soup-with-cilantro-crema,"season with olive oil , sugar , salt , and pepper and mix well ."
roasted-tomato-soup-with-cilantro-crema,roast in a preheated oven at 200 ° c/400 ° f for approx . 20 – 25 min .
roasted-tomato-soup-with-cilantro-crema,"transfer the roasted vegetables to a small saucepan , sauté briefly , deglaze with white wine , and reduce for approx . 2 – 3 min ."
roasted-tomato-soup-with-cilantro-crema,add vegetable stock until the tomatoes are completely covered .
roasted-tomato-soup-with-cilantro-crema,reduce for approx . 10 - 15 min . until the tomatoes and shallots are softened .
roasted-tomato-soup-with-cilantro-crema,puree the soup with a hand blender and strain it into a large bowl to remove the tomato skins and seeds .
roasted-tomato-soup-with-cilantro-crema,"for the cilantro crema , stir the lemon juice and freshly chopped cilantro into the sour cream ."
roasted-tomato-soup-with-cilantro-crema,season generously with salt and pepper .
roasted-tomato-soup-with-cilantro-crema,add some cream to the hot tomato soup to serve .
safari-smoothie,peel and slice ginger .
safari-smoothie,cut pineapple into chunks .
safari-smoothie,"add pineapple , ginger , carrot juice , orange juice , ice cubes , and honey to blender ."
safari-smoothie,add lime juice .
safari-smoothie,blend all ingredients until smooth for approx . 2 - 3 min .
safari-smoothie,enjoy immediately .
salmon-and-broccoli-casserole,cut broccoli into bite - sized florets .
salmon-and-broccoli-casserole,"then , fill a large saucepan half full with salted water , bring to a boil , and blanch broccoli for approx . 2 – 3 min ."
salmon-and-broccoli-casserole,drain and set aside .
salmon-and-broccoli-casserole,cut potatoes into thin medallions .
salmon-and-broccoli-casserole,"then , fill a large saucepan with salted water , bring to a boil , add potatoes , and blanch for approx . 5 min ."
salmon-and-broccoli-casserole,"cut lemon in half , juice one half , and then cut the other into wedges ."
salmon-and-broccoli-casserole,"next , mix together half of lemon juice and salmon in a large bowl ."
salmon-and-broccoli-casserole,season with salt and pepper and then cut into bite - sized pieces .
salmon-and-broccoli-casserole,finely chop dill and chervil .
salmon-and-broccoli-casserole,"in a small bowl , mix together crème fraiche , herbs , rest of the lemon juice , and water until fluid and creamy ."
salmon-and-broccoli-casserole,preheat oven to 200 ° c/400 ° f .
salmon-and-broccoli-casserole,grease a baking dish with a bit of butter .
salmon-and-broccoli-casserole,add potato slices and season with salt and pepper .
salmon-and-broccoli-casserole,"then , layer salmon and broccoli on top , followed by crème fraiche sauce and cheese ."
